Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
8,Female,7.78,TV,True,0.5,Poor Sleep,Rural
9,Male,5.32,TV,True,0.42,Eye Strain,Urban
13,Male,5.04,Tablet,True,0.33,None,Rural
16,Female,5.2,Tablet,True,0.4,Poor Sleep,Rural
15,Female,5.02,TV,True,0.35,Poor Sleep,Urban
12,Female,4.52,TV,True,0.37,Poor Sleep,Urban
8,Male,2.68,TV,True,0.41,None,Urban
14,Female,4.91,Smartphone,True,0.4,Obesity Risk,Urban
12,Male,4.97,Laptop,True,0.32,"Poor Sleep, Anxiety",Rural
13,Female,2.73,Smartphone,False,0.3,None,Urban
14,Male,5.77,Laptop,True,0.42,Poor Sleep,Rural
10,Female,6.68,Smartphone,True,0.42,Poor Sleep,Urban
17,Male,3.74,TV,True,0.47,None,Urban
10,Female,9.33,Tablet,True,0.41,Poor Sleep,Rural
12,Male,4.95,Smartphone,True,0.46,Poor Sleep,Urban
13,Male,4.66,Smartphone,True,0.48,Poor Sleep,Urban
16,Male,3.47,TV,True,0.39,"Poor Sleep, Eye Strain",Urban
12,Male,4.58,Smartphone,True,0.49,Obesity Risk,Urban
8,Female,8.46,Smartphone,True,0.46,None,Urban
11,Female,3.93,Smartphone,True,0.33,None,Rural
12,Male,5.47,Smartphone,True,0.33,Eye Strain,Urban
17,Male,4.05,Laptop,True,0.44,None,Urban
17,Female,4.88,TV,True,0.37,Poor Sleep,Urban
12,Female,5.21,Laptop,True,0.33,None,Urban
14,Male,3.11,Laptop,True,0.4,"Poor Sleep, Eye Strain",Urban
11,Female,5.47,Tablet,True,0.4,None,Urban
8,Female,4.45,Smartphone,True,0.59,Poor Sleep,Rural
12,Female,5.09,Laptop,True,0.48,"Poor Sleep, Obesity Risk",Rural
14,Female,2.56,Tablet,False,0.38,None,Urban
17,Female,4.78,Smartphone,True,0.41,None,Urban
17,Female,5.9,Laptop,True,0.35,Poor Sleep,Urban
13,Female,3.73,Smartphone,True,0.34,Poor Sleep,Urban
12,Male,3.76,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Male,3.74,Laptop,True,0.46,"Poor Sleep, Anxiety",Rural
9,Female,5.87,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
11,Female,6.62,TV,True,0.49,Eye Strain,Rural
17,Female,6.0,Smartphone,True,0.49,Poor Sleep,Urban
17,Female,5.71,TV,True,0.43,Poor Sleep,Urban
10,Male,3.87,Smartphone,True,0.56,Poor Sleep,Urban
17,Male,3.94,Laptop,True,0.48,Poor Sleep,Rural
8,Male,2.61,Smartphone,True,0.45,None,Rural
15,Female,6.88,Smartphone,True,0.44,Eye Strain,Urban
12,Male,5.41,Tablet,True,0.32,Eye Strain,Rural
11,Female,3.67,TV,True,0.36,"Poor Sleep, Eye Strain, Obesity Risk",Rural
15,Male,7.42,Smartphone,True,0.37,Poor Sleep,Urban
14,Female,3.39,Laptop,True,0.37,"Poor Sleep, Anxiety",Urban
9,Male,7.41,TV,True,0.59,None,Urban
8,Male,3.08,TV,True,0.42,None,Rural
18,Female,3.89,Tablet,True,0.43,Eye Strain,Urban
11,Male,4.57,Smartphone,True,0.32,None,Urban
15,Male,6.81,TV,True,0.45,Eye Strain,Urban
9,Female,6.87,TV,True,0.59,Poor Sleep,Urban
10,Female,3.56,Smartphone,True,0.42,Eye Strain,Rural
8,Female,4.95,Tablet,True,0.59,"Poor Sleep, Eye Strain, Obesity Risk",Urban
8,Male,7.2,Smartphone,True,0.6,None,Rural
10,Male,2.48,Smartphone,True,0.42,None,Rural
18,Male,2.29,Smartphone,False,0.41,None,Urban
12,Female,6.82,Smartphone,True,0.32,"Poor Sleep, Anxiety",Rural
10,Female,4.18,Smartphone,True,0.59,"Poor Sleep, Obesity Risk",Rural
8,Male,7.59,Smartphone,True,0.57,None,Urban
8,Male,4.96,Smartphone,True,0.51,Eye Strain,Urban
15,Female,2.7,Laptop,False,0.42,None,Urban
17,Female,5.37,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban
18,Female,3.02,Laptop,True,0.31,"Poor Sleep, Eye Strain",Urban
9,Female,2.28,TV,True,0.46,None,Rural
10,Male,7.37,TV,True,0.55,Eye Strain,Urban
9,Female,0.62,TV,False,0.59,None,Rural
10,Male,5.21,Tablet,True,0.58,Poor Sleep,Urban
14,Female,6.65,Tablet,True,0.38,"Poor Sleep, Anxiety",Urban
8,Female,2.8,Tablet,True,0.55,None,Urban
17,Female,6.48,Smartphone,True,0.44,None,Rural
15,Male,5.88,TV,True,0.49,None,Urban
17,Male,6.03,Laptop,True,0.34,Poor Sleep,Urban
17,Female,5.55,TV,True,0.35,Poor Sleep,Rural
17,Male,4.89,TV,True,0.31,"Poor Sleep, Anxiety",Urban
9,Male,0.0,Smartphone,False,0.43,None,Urban
10,Female,0.6,Smartphone,False,0.5,None,Urban
16,Male,6.41,Laptop,True,0.46,None,Urban
14,Female,3.79,Smartphone,True,0.4,Poor Sleep,Rural
11,Female,4.95,Laptop,True,0.33,None,Rural
17,Male,3.44,Smartphone,True,0.34,"Poor Sleep, Anxiety",Urban
12,Male,8.29,Smartphone,True,0.41,Anxiety,Urban
9,Male,6.34,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Female,5.47,TV,True,0.31,Poor Sleep,Urban
15,Male,4.24,TV,True,0.5,"Anxiety, Obesity Risk",Urban
11,Female,3.71,Laptop,True,0.43,Poor Sleep,Urban
16,Female,6.02,Laptop,True,0.38,Anxiety,Rural
12,Male,6.42,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban
16,Female,4.03,TV,True,0.49,Poor Sleep,Urban
11,Male,5.26,TV,True,0.45,None,Urban
17,Female,4.14,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Rural
12,Male,5.93,Smartphone,True,0.35,Eye Strain,Urban
16,Female,4.14,Smartphone,True,0.31,Poor Sleep,Urban
15,Female,5.08,Tablet,True,0.5,None,Urban
10,Male,5.95,TV,True,0.47,Poor Sleep,Urban
8,Female,0.36,Smartphone,False,0.52,None,Urban
10,Female,6.46,TV,True,0.56,Eye Strain,Urban
11,Female,3.84,TV,True,0.35,None,Urban
9,Female,0.02,Tablet,False,0.44,None,Urban
8,Male,2.62,Smartphone,True,0.49,None,Urban
14,Male,2.63,Smartphone,False,0.32,None,Urban
15,Female,2.58,Laptop,False,0.49,None,Urban
14,Male,2.32,Smartphone,False,0.36,None,Urban
12,Male,3.11,TV,True,0.35,Poor Sleep,Rural
8,Female,5.12,TV,True,0.47,Eye Strain,Urban
14,Female,6.59,Laptop,True,0.38,Obesity Risk,Rural
14,Male,5.01,Smartphone,True,0.42,None,Urban
16,Male,3.68,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Male,2.51,Smartphone,True,0.41,None,Urban
16,Female,4.23,Tablet,True,0.36,Poor Sleep,Urban
8,Male,4.59,Tablet,True,0.48,Poor Sleep,Urban
8,Female,4.42,TV,True,0.54,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Female,2.84,Laptop,False,0.36,None,Urban
16,Male,3.31,Smartphone,True,0.31,None,Rural
13,Female,7.19,TV,True,0.35,"Poor Sleep, Anxiety",Urban
18,Female,3.6,TV,True,0.38,"Poor Sleep, Eye Strain",Urban
10,Female,5.24,Smartphone,True,0.57,Anxiety,Urban
8,Male,5.67,Smartphone,True,0.52,"Poor Sleep, Eye Strain",Rural
11,Female,2.65,Smartphone,False,0.34,None,Rural
16,Male,3.82,Tablet,True,0.46,Poor Sleep,Urban
10,Female,8.29,TV,True,0.48,Poor Sleep,Urban
16,Female,6.42,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban
14,Female,5.57,Smartphone,True,0.45,Obesity Risk,Urban
11,Male,3.11,Smartphone,True,0.34,None,Urban
10,Male,4.22,Tablet,True,0.54,"Poor Sleep, Anxiety",Urban
17,Male,4.27,Laptop,True,0.41,Poor Sleep,Rural
12,Male,5.3,TV,True,0.37,Poor Sleep,Rural
12,Male,6.1,TV,True,0.36,Poor Sleep,Urban
10,Female,3.38,Tablet,True,0.55,None,Urban
16,Female,5.01,Smartphone,True,0.36,"Poor Sleep, Anxiety",Rural
11,Male,3.15,Smartphone,True,0.49,Poor Sleep,Urban
18,Male,3.26,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban
12,Male,5.3,Tablet,True,0.35,Anxiety,Urban
11,Female,4.1,Smartphone,True,0.36,Poor Sleep,Urban
12,Female,3.11,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban
14,Male,4.91,Smartphone,True,0.37,Poor Sleep,Urban
16,Male,5.39,Smartphone,True,0.38,None,Rural
14,Male,5.41,TV,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Female,5.04,TV,True,0.46,"Eye Strain, Anxiety, Obesity Risk",Urban
17,Male,7.59,Laptop,True,0.39,Eye Strain,Urban
17,Female,4.71,Smartphone,True,0.47,Poor Sleep,Urban
14,Female,5.96,Laptop,True,0.35,Eye Strain,Rural
17,Female,6.92,Smartphone,True,0.48,Poor Sleep,Rural
12,Male,3.49,Smartphone,True,0.44,Eye Strain,Rural
10,Female,3.48,Smartphone,True,0.45,Poor Sleep,Urban
14,Male,5.31,Smartphone,True,0.46,None,Urban
18,Male,5.78,Laptop,True,0.31,"Poor Sleep, Anxiety",Rural
18,Female,3.78,Smartphone,True,0.34,Poor Sleep,Rural
9,Male,7.07,TV,True,0.46,None,Rural
16,Male,4.39,Smartphone,True,0.48,Poor Sleep,Urban
17,Male,6.43,Laptop,True,0.46,Obesity Risk,Urban
17,Male,3.37,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban
8,Male,6.39,Tablet,True,0.49,Anxiety,Rural
13,Female,5.96,Laptop,True,0.3,Poor Sleep,Urban
14,Male,5.14,Laptop,True,0.32,None,Urban
15,Female,3.83,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural
17,Male,3.94,Smartphone,True,0.48,Eye Strain,Urban
16,Male,5.44,Tablet,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Female,3.62,TV,True,0.4,"Poor Sleep, Eye Strain",Urban
18,Female,2.9,Smartphone,False,0.32,None,Urban
17,Male,4.0,Laptop,True,0.3,"Poor Sleep, Obesity Risk",Rural
9,Male,5.51,TV,True,0.5,Poor Sleep,Urban
12,Female,3.58,Smartphone,True,0.45,None,Urban
12,Female,4.6,Laptop,True,0.46,Eye Strain,Rural
13,Female,3.29,Tablet,True,0.43,"Poor Sleep, Eye Strain",Urban
10,Male,1.67,Tablet,False,0.46,None,Urban
15,Female,3.65,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Rural
8,Male,0.0,Smartphone,False,0.56,None,Urban
13,Female,6.74,Laptop,True,0.43,"Poor Sleep, Obesity Risk",Rural
11,Male,3.94,Smartphone,True,0.31,Anxiety,Urban
8,Female,0.73,Tablet,False,0.46,None,Rural
14,Female,3.92,TV,True,0.48,"Poor Sleep, Eye Strain",Urban
16,Female,3.74,Tablet,True,0.35,"Poor Sleep, Anxiety",Rural
11,Male,6.17,Laptop,True,0.46,Anxiety,Urban
11,Male,4.25,Smartphone,True,0.37,None,Urban
13,Male,3.81,Tablet,True,0.41,Poor Sleep,Urban
10,Female,6.51,Smartphone,True,0.54,Eye Strain,Urban
13,Male,4.03,Smartphone,True,0.38,Poor Sleep,Urban
14,Female,4.87,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban
18,Male,3.82,Smartphone,True,0.41,Eye Strain,Urban
17,Male,3.92,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban
17,Male,3.63,Smartphone,True,0.45,None,Rural
10,Female,4.83,TV,True,0.58,Poor Sleep,Urban
14,Female,4.91,Smartphone,True,0.3,Poor Sleep,Urban
10,Female,4.8,Smartphone,True,0.49,Poor Sleep,Urban
9,Male,2.71,TV,True,0.5,None,Urban
17,Female,6.13,Smartphone,True,0.32,Poor Sleep,Urban
11,Female,5.56,Laptop,True,0.49,None,Rural
15,Male,5.12,TV,True,0.42,None,Urban
16,Male,4.16,Smartphone,True,0.48,Eye Strain,Urban
14,Male,3.74,TV,True,0.39,"Poor Sleep, Eye Strain",Rural
8,Male,5.25,Tablet,True,0.6,"Poor Sleep, Eye Strain, Obesity Risk",Urban
10,Female,2.08,Tablet,True,0.51,None,Urban
16,Female,3.75,Smartphone,True,0.47,None,Urban
8,Male,4.44,TV,True,0.45,None,Urban
16,Male,4.07,Smartphone,True,0.39,Poor Sleep,Urban
15,Female,4.94,Smartphone,True,0.31,Poor Sleep,Rural
8,Male,4.14,TV,True,0.47,None,Rural
13,Male,5.75,Smartphone,True,0.35,None,Urban
12,Female,5.91,Laptop,True,0.32,None,Urban
13,Female,2.9,Smartphone,False,0.34,None,Urban
17,Male,4.35,Smartphone,True,0.38,None,Urban
12,Male,5.37,Smartphone,True,0.43,None,Urban
13,Male,3.88,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban
12,Male,4.67,TV,True,0.37,None,Urban
18,Male,5.47,Smartphone,True,0.47,Poor Sleep,Rural
12,Male,5.98,Smartphone,True,0.44,None,Rural
11,Female,4.44,Laptop,True,0.42,None,Rural
10,Female,1.53,Smartphone,False,0.45,None,Urban
10,Male,2.59,Smartphone,True,0.45,None,Urban
11,Female,6.91,Laptop,True,0.42,"Eye Strain, Anxiety",Urban
16,Female,4.61,Smartphone,True,0.33,"Poor Sleep, Anxiety, Obesity Risk",Urban
9,Male,4.5,Smartphone,True,0.46,Eye Strain,Urban
16,Male,3.2,Smartphone,True,0.42,None,Rural
8,Male,2.85,Smartphone,True,0.46,None,Urban
8,Male,3.35,Smartphone,True,0.51,"Poor Sleep, Eye Strain",Urban
12,Male,4.58,Laptop,True,0.48,Obesity Risk,Urban
13,Female,4.65,Smartphone,True,0.44,"Poor Sleep, Anxiety",Urban
13,Male,5.26,Smartphone,True,0.49,None,Rural
10,Male,5.45,Smartphone,True,0.5,None,Urban
14,Male,2.89,TV,False,0.37,None,Urban
16,Female,4.42,Laptop,True,0.35,"Poor Sleep, Anxiety",Urban
18,Male,2.81,Smartphone,False,0.36,None,Urban
17,Male,4.15,Tablet,True,0.32,"Poor Sleep, Eye Strain",Urban
15,Female,5.35,Smartphone,True,0.34,Eye Strain,Urban
13,Female,5.0,Smartphone,True,0.38,Poor Sleep,Rural
15,Male,6.07,Laptop,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Female,3.3,Smartphone,True,0.4,None,Rural
15,Female,5.96,TV,True,0.37,Eye Strain,Urban
17,Male,2.24,Tablet,False,0.39,None,Urban
11,Female,2.67,Laptop,False,0.4,None,Urban
17,Female,5.18,TV,True,0.4,Poor Sleep,Rural
15,Female,4.32,TV,True,0.38,Poor Sleep,Urban
17,Male,2.96,Smartphone,False,0.49,None,Urban
9,Male,2.87,Tablet,True,0.4,None,Urban
12,Female,5.27,Smartphone,True,0.48,Eye Strain,Rural
16,Male,5.28,TV,True,0.49,None,Urban
11,Male,6.02,Smartphone,True,0.34,"Eye Strain, Obesity Risk",Urban
18,Male,3.01,Smartphone,True,0.4,Poor Sleep,Rural
13,Female,6.33,Smartphone,True,0.47,Eye Strain,Urban
8,Male,3.24,Smartphone,True,0.43,None,Rural
16,Female,4.68,TV,True,0.4,None,Urban
8,Male,2.96,TV,True,0.56,None,Rural
12,Female,5.54,Tablet,True,0.42,None,Urban
11,Male,3.14,Smartphone,True,0.41,Poor Sleep,Urban
10,Male,6.1,TV,True,0.51,"Eye Strain, Anxiety, Obesity Risk",Rural
13,Male,4.9,TV,True,0.41,None,Urban
9,Female,0.0,Smartphone,False,0.6,None,Urban
10,Female,5.54,Smartphone,True,0.6,Poor Sleep,Urban
12,Male,4.96,Tablet,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban
16,Female,5.84,Smartphone,True,0.41,None,Urban
9,Male,0.0,TV,False,0.43,None,Rural
17,Female,3.25,TV,True,0.37,None,Rural
15,Male,5.73,Smartphone,True,0.37,Poor Sleep,Urban
9,Male,7.07,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban
18,Female,5.21,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Female,5.18,TV,True,0.44,None,Rural
14,Female,4.89,Smartphone,True,0.4,None,Rural
15,Female,4.64,Laptop,True,0.37,Poor Sleep,Urban
8,Male,3.16,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban
13,Female,4.45,TV,True,0.47,"Poor Sleep, Anxiety",Urban
8,Male,3.42,Tablet,True,0.54,"Poor Sleep, Eye Strain, Anxiety",Urban
9,Female,1.62,Smartphone,False,0.48,None,Urban
8,Male,6.88,Smartphone,True,0.56,None,Urban
18,Male,6.4,TV,True,0.48,None,Urban
12,Female,2.44,Smartphone,False,0.41,None,Urban
17,Male,5.76,Smartphone,True,0.31,Poor Sleep,Urban
16,Female,5.25,TV,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban
13,Male,4.93,Laptop,True,0.33,None,Urban
18,Male,5.54,Laptop,True,0.36,"Eye Strain, Anxiety",Rural
18,Male,4.77,TV,True,0.43,None,Urban
8,Female,2.03,TV,True,0.47,None,Rural
8,Male,1.02,TV,False,0.46,None,Urban
9,Female,3.98,Smartphone,True,0.55,Poor Sleep,Urban
16,Female,3.63,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban
10,Female,3.27,TV,True,0.55,Poor Sleep,Urban
8,Female,5.91,TV,True,0.51,Poor Sleep,Rural
12,Female,5.09,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban
14,Female,5.27,Laptop,True,0.33,"Poor Sleep, Anxiety",Urban
13,Male,4.63,Tablet,True,0.42,Eye Strain,Rural
8,Female,0.0,Smartphone,False,0.54,None,Urban
12,Male,4.79,Tablet,True,0.44,Poor Sleep,Urban
12,Female,4.19,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban
13,Male,3.26,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban
10,Female,4.19,TV,True,0.44,"Poor Sleep, Obesity Risk",Urban
12,Female,3.69,TV,True,0.42,"Poor Sleep, Eye Strain",Rural
14,Male,3.18,Smartphone,True,0.41,Poor Sleep,Urban
12,Female,3.65,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
12,Female,5.15,TV,True,0.36,None,Urban
12,Female,4.83,TV,True,0.42,Eye Strain,Urban
17,Female,6.38,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban
17,Female,4.83,Laptop,True,0.36,Poor Sleep,Urban
10,Male,0.0,Smartphone,False,0.5,None,Urban
8,Female,3.58,Smartphone,True,0.41,"Poor Sleep, Anxiety",Rural
12,Male,6.08,TV,True,0.42,Eye Strain,Urban
16,Female,4.65,Tablet,True,0.33,"Poor Sleep, Anxiety",Urban
8,Male,3.32,Tablet,True,0.42,"Poor Sleep, Eye Strain",Rural
10,Male,0.46,TV,False,0.53,None,Rural
11,Female,2.3,Tablet,False,0.39,None,Urban
8,Male,0.0,TV,False,0.49,None,Urban
8,Male,10.12,TV,True,0.53,Poor Sleep,Urban
15,Male,3.18,Laptop,True,0.49,None,Urban
9,Male,2.06,TV,True,0.57,None,Urban
15,Male,4.89,TV,True,0.49,Obesity Risk,Urban
14,Male,3.02,Tablet,True,0.47,None,Rural
17,Male,2.97,Tablet,False,0.46,None,Urban
17,Female,3.2,Smartphone,True,0.47,None,Urban
9,Female,7.87,Tablet,True,0.6,None,Urban
13,Female,6.76,Smartphone,True,0.44,None,Urban
13,Male,5.3,Smartphone,True,0.46,Poor Sleep,Urban
10,Female,3.49,Smartphone,True,0.52,"Poor Sleep, Eye Strain",Urban
18,Female,3.3,TV,True,0.41,Poor Sleep,Urban
9,Male,1.04,TV,False,0.52,None,Urban
8,Female,0.0,Smartphone,False,0.54,None,Rural
13,Female,5.51,TV,True,0.34,"Poor Sleep, Obesity Risk",Urban
12,Female,3.99,Laptop,True,0.46,Eye Strain,Urban
18,Male,2.7,Laptop,False,0.33,None,Urban
16,Female,5.13,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Rural
8,Male,1.65,TV,False,0.46,None,Rural
14,Female,3.54,Smartphone,True,0.37,Poor Sleep,Urban
12,Male,4.54,TV,True,0.48,Anxiety,Rural
12,Male,4.06,TV,True,0.43,Anxiety,Rural
9,Female,2.71,TV,True,0.45,None,Urban
18,Male,5.15,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Female,9.22,TV,True,0.55,"Poor Sleep, Eye Strain",Urban
14,Female,6.79,Tablet,True,0.41,None,Rural
13,Female,3.33,Smartphone,True,0.37,Obesity Risk,Rural
9,Female,6.23,TV,True,0.52,Poor Sleep,Urban
13,Female,3.71,TV,True,0.32,Poor Sleep,Urban
9,Male,5.25,Tablet,True,0.54,"Eye Strain, Anxiety",Urban
9,Male,6.78,TV,True,0.45,Poor Sleep,Rural
9,Male,3.37,Smartphone,True,0.54,Poor Sleep,Urban
18,Male,4.01,Smartphone,True,0.37,"Anxiety, Obesity Risk",Urban
10,Male,5.74,TV,True,0.41,Poor Sleep,Urban
9,Male,11.0,Smartphone,True,0.58,"Poor Sleep, Eye Strain",Rural
11,Female,5.01,Smartphone,True,0.48,Obesity Risk,Urban
16,Male,3.08,Smartphone,True,0.4,Poor Sleep,Urban
13,Female,5.65,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban
8,Female,6.02,TV,True,0.44,None,Urban
15,Female,4.34,Smartphone,True,0.38,Poor Sleep,Rural
14,Female,3.83,Smartphone,True,0.34,Poor Sleep,Urban
17,Male,4.42,TV,True,0.49,Eye Strain,Rural
10,Male,3.58,TV,True,0.59,"Poor Sleep, Anxiety",Urban
8,Male,11.97,Tablet,True,0.43,Poor Sleep,Rural
12,Female,5.07,Smartphone,True,0.34,Anxiety,Urban
11,Female,3.99,Smartphone,True,0.35,None,Urban
17,Male,5.73,Smartphone,True,0.45,"Poor Sleep, Obesity Risk",Urban
15,Female,5.77,TV,True,0.45,"Poor Sleep, Eye Strain",Urban
8,Female,6.44,Smartphone,True,0.59,Obesity Risk,Urban
17,Male,3.52,TV,True,0.45,Obesity Risk,Rural
8,Female,7.04,Smartphone,True,0.57,Anxiety,Rural
11,Female,3.64,Laptop,True,0.41,Eye Strain,Rural
15,Female,6.59,Smartphone,True,0.46,Poor Sleep,Urban
12,Female,3.19,Tablet,True,0.34,Anxiety,Urban
9,Male,1.88,TV,False,0.45,None,Rural
13,Female,2.17,Smartphone,False,0.34,None,Urban
12,Female,4.65,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban
9,Male,0.0,Smartphone,False,0.41,None,Urban
18,Male,7.04,TV,True,0.31,None,Urban
18,Male,5.26,Smartphone,True,0.36,"Poor Sleep, Obesity Risk",Urban
18,Female,5.02,Laptop,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Male,4.79,TV,True,0.46,Eye Strain,Urban
16,Male,5.58,Smartphone,True,0.45,Eye Strain,Urban
14,Female,5.91,Smartphone,True,0.48,Poor Sleep,Rural
14,Male,4.41,Tablet,True,0.4,"Poor Sleep, Obesity Risk",Urban
18,Male,3.05,TV,True,0.48,"Poor Sleep, Eye Strain",Urban
13,Male,4.99,TV,True,0.36,None,Urban
15,Female,2.43,Smartphone,False,0.43,None,Rural
11,Female,4.24,Smartphone,True,0.34,None,Urban
15,Male,4.9,Tablet,True,0.46,Poor Sleep,Urban
11,Female,5.1,Smartphone,True,0.36,None,Urban
15,Female,4.38,Laptop,True,0.48,None,Rural
16,Female,4.84,Laptop,True,0.43,None,Urban
10,Female,7.16,TV,True,0.44,Poor Sleep,Urban
10,Female,3.0,TV,True,0.47,None,Urban
18,Female,3.95,Smartphone,True,0.39,Poor Sleep,Urban
9,Male,5.47,Tablet,True,0.6,"Poor Sleep, Eye Strain, Obesity Risk",Rural
17,Male,6.86,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural
10,Male,4.74,Smartphone,True,0.45,None,Urban
10,Male,4.05,Smartphone,True,0.55,Poor Sleep,Rural
12,Female,5.4,TV,True,0.31,Poor Sleep,Rural
12,Female,5.82,Laptop,True,0.38,"Poor Sleep, Anxiety",Urban
9,Female,4.3,Tablet,True,0.45,Poor Sleep,Urban
17,Female,4.22,TV,True,0.37,"Poor Sleep, Obesity Risk",Urban
13,Female,4.89,Laptop,True,0.42,"Eye Strain, Anxiety",Urban
12,Female,4.28,TV,True,0.39,Poor Sleep,Rural
13,Male,3.83,Smartphone,True,0.43,None,Urban
8,Female,5.22,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban
12,Female,4.48,Tablet,True,0.49,"Poor Sleep, Eye Strain",Urban
16,Male,1.75,TV,False,0.35,None,Urban
17,Male,3.17,TV,True,0.45,"Poor Sleep, Eye Strain",Rural
9,Male,0.79,Smartphone,False,0.51,None,Rural
8,Male,5.84,Tablet,True,0.47,None,Urban
17,Male,2.23,Laptop,False,0.42,None,Urban
18,Female,4.31,TV,True,0.41,Eye Strain,Urban
16,Male,6.01,Laptop,True,0.4,None,Urban
17,Female,6.0,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban
16,Female,2.61,Smartphone,False,0.41,None,Urban
16,Female,4.13,TV,True,0.34,None,Urban
13,Female,4.14,Laptop,True,0.33,"Poor Sleep, Eye Strain",Urban
15,Male,6.83,Tablet,True,0.31,Anxiety,Rural
18,Female,4.55,Laptop,True,0.46,Poor Sleep,Urban
8,Female,7.22,TV,True,0.56,None,Urban
17,Male,5.7,Smartphone,True,0.5,"Poor Sleep, Eye Strain",Rural
11,Female,5.55,Smartphone,True,0.36,None,Urban
8,Female,2.23,Smartphone,True,0.55,None,Urban
15,Female,4.2,Smartphone,True,0.43,Poor Sleep,Urban
8,Male,4.48,Smartphone,True,0.43,Eye Strain,Rural
10,Female,3.53,Smartphone,True,0.47,Poor Sleep,Urban
11,Male,3.46,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban
15,Male,5.33,Smartphone,True,0.33,Poor Sleep,Urban
13,Female,3.45,TV,True,0.45,Eye Strain,Rural
17,Male,4.47,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban
14,Female,2.89,Smartphone,False,0.34,None,Rural
15,Male,3.44,Tablet,True,0.5,Eye Strain,Urban
9,Male,6.14,Tablet,True,0.56,Eye Strain,Urban
17,Female,4.7,Smartphone,True,0.39,Poor Sleep,Urban
18,Male,2.68,Smartphone,False,0.4,None,Urban
15,Male,5.16,Laptop,True,0.31,Poor Sleep,Urban
10,Male,0.0,TV,False,0.54,None,Rural
14,Male,3.62,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural
10,Male,1.64,Smartphone,False,0.43,None,Urban
14,Male,3.9,Smartphone,True,0.38,None,Urban
18,Male,4.58,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban
9,Male,6.77,TV,True,0.5,Eye Strain,Urban
17,Male,3.7,TV,True,0.39,Poor Sleep,Urban
13,Male,4.32,Laptop,True,0.3,"Eye Strain, Obesity Risk",Urban
10,Male,2.41,Tablet,True,0.51,None,Urban
10,Male,6.08,TV,True,0.5,"Poor Sleep, Anxiety, Obesity Risk",Rural
16,Male,1.69,Tablet,False,0.31,None,Rural
14,Male,4.86,Laptop,True,0.4,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
12,Male,4.84,Smartphone,True,0.41,"Poor Sleep, Eye Strain, Obesity Risk",Urban
